,Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status
75398,20140710X60457,Accident,2014,FL,United States,Non-Fatal,Substantial,Airplane,Beech,C24R,1.0,"Southeast Aviation Services, Inc.",0.0,2.0,0.0,0.0,VMC,"The pilot's failure to secure the fuel strainer drain during the preflight inspection, which resulted in a total loss of engine power due to fuel exhaustion."
75399,20140710X60552,Accident,2014,NM,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,,0.0,0.0,0.0,2.0,VMC,The pilot's in-flight loss of control resulting from a crosswind gust encountered immediately after takeoff.
75403,20140711X24050,Accident,2014,IN,United States,Fatal,Substantial,Airplane,Mooney,M20M,1.0,GILLILAND WILLIAM M,1.0,0.0,1.0,0.0,VMC,"A partial loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation. Also causal to the accident was the pilots' decision to continue the takeoff despite early indications of engine anomalies.
"
75404,20140713X35903,Accident,2014,AZ,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,Chandler Air Services Inc.,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control during the landing roll.
75407,20140714X45633,Incident,2014,CA,United States,Non-Fatal,Minor,Airplane,Boeing,767 332,2.0,Delta Air Lines,0.0,0.0,0.0,208.0,UNK,"The combination of fuel leaking from the integrated drive generator (IDG) fuel/oil heat exchanger and the coincident arcing of the IDG power feeder cables that ignited the leaking fuel.  Contributing to the ignition of the fuel was the misrouting of the IDG power feeder cables, which resulted in chaffed cables that exposed the electrical wire that contacted a metal bracket, creating an arc."
75408,20140715X55431,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,OREAR MICHAEL T,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during landing and attempted go-around, resulting in contact with terrain and a ground loop."
75409,20140716X51640,Accident,2014,ND,United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT 502B,1.0,HINKLE AVIATION,0.0,0.0,0.0,1.0,VMC,The pilot's loss of control during the takeoff roll.
75411,20140714X53915,Accident,2014,CO,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angleofattack during a go-around following impact with a barley crop, which resulted in an aerodynamic stall. Contributing to the accident was the pilots decision to conduct a shallow approach with the airplane facing directly into the setting sun, which resulted in sun glare. "
75413,20140715X74952,Accident,2014,WI,United States,Non-Fatal,Substantial,Airplane,Aeronca,65CA,1.0,,0.0,0.0,0.0,2.0,VMC,The student pilot's improper flight control inputs resulting in a loss of control during the landing. Contributing to the accident was the flight instructor's delayed remedial action.
75417,20140821X03930,Accident,2014,WI,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-181,1.0,WISCONSIN FOX RIVER FLYERS INC,0.0,2.0,0.0,0.0,VMC,The loss of engine power for reasons that could not be determined because no anomalies were identified during postaccident examination.
75422,20140715X65253,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,180H,1.0,THOMAS ALLEN C,0.0,0.0,0.0,2.0,VMC,"The pilots execution of a hard uncoordinated landing, which resulted in the overstress fracture of the right main landing gear (MLG) axle attachment bolts and the subsequent separation of the of the right MLG axle. 
"
75428,20140716X94855,Accident,2014,FL,United States,Fatal,Substantial,Airplane,Piper,PA-32R-301T,1.0,,1.0,0.0,0.0,0.0,VMC,"The pilots failure to secure the cargo in the cargo compartment, which resulted in a weight shift that led to the center of gravity exceeding its aft limit during a go-around attempt and a subsequent  aerodynamic stall. Also causal to the accident were the pilots inadequate preflight inspection and his loading the airplane beyond the cargo compartment weight limit."
75429,20140717X83457,Accident,2014,MI,United States,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,KEPNER CHARLES M,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain sufficient airspeed and his delayed application of engine power while on short final which resulted in a hard landing.
75430,20140717X83755,Accident,2014,IN,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,HOPKINS JACK E,0.0,0.0,0.0,2.0,VMC,A partial loss of engine power due to a failure of the dual magneto system. Contributing to the accident was the improper maintenance of the duel magneto system.
75432,20140827X54327,Accident,2014,IL,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Flightline,0.0,0.0,0.0,0.0,UNK,A hard landing by person(s) unknown.
75435,20140718X34015,Incident,2014,CA,United States,Non-Fatal,Minor,Airplane,Beech,B100,2.0,,0.0,0.0,0.0,1.0,VMC,"The failure of the 2nd-stage turbine wheel due to an improper repair of the 2nd-stage stator assembly, which the manufacturer does not consider a repairable item. Contributing to the incident was the  designated engineering representative's approval of the repair process."
75436,20140718X52044,Accident,2014,WA,United States,Non-Fatal,Substantial,Airplane,Piper,PA 30,2.0,,0.0,0.0,0.0,4.0,VMC,"The partial loss of engine power for reasons that could not be determined based on the available information.

"
75439,20140724X15928,Accident,2014,MD,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,CIVIL AIR PATROL INC,0.0,0.0,0.0,1.0,VMC,The student pilot's improper landing flare.
75440,20140819X40119,Accident,2014,PA,United States,Non-Fatal,Substantial,Airplane,Boeing,E75N1,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's delayed action in correcting a drift to the right during landing roll and his improper use of the wheel brakes which resulted in the airplane nosing over.
75441,20140717X31235,Accident,2014,CA,United States,Non-Fatal,Substantial,Airplane,Cessna,R182,1.0,Aerp Association of Cal Tech,0.0,0.0,0.0,2.0,VMC,The failure of the right main landing gear pivot assembly. Contributing to the accident was the owner's failure to perform an inspection of the assembly in accordance with the manufacturer's service bulletin.
75444,20140718X64536,Accident,2014,KS,United States,Fatal,Substantial,Airplane,Air Tractor Inc,AT 401B,1.1327227239960989,FRONTIER AGRICULTURAL SERVICE INC,1.0,0.0,0.0,0.0,VMC,"The noninstrument-rated pilots inadequate preflight weather planning and subsequent inadvertent encounter with instrument meteorological conditions, which resulted in spatial disorientation and the loss of airplane control. Contributing to the accident was the pilots decision to continue the flight in deteriorating weather conditions."
75446,20140722X10953,Accident,2014,MO,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-140,1.0,PETER K L'ESPERANCE,0.0,1.0,0.0,1.0,VMC,The pilot's decision to operate an airplane with a known deficiency and to not properly secure the airplane before hand-starting the engine.
75449,20140719X24057,Accident,2014,NY,United States,Fatal,Destroyed,Airplane,Mooney,M20F,1.0,,3.0,0.0,0.0,0.0,VMC,"The pilots failure to maintain adequate airspeed for the airplanes configuration and flight profile, which resulted in an exceedance of the wings critical angle-of-attack and a subsequent aerodynamic stall/spin. 
"
75451,20140721X41647,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilots inadvertent application of excessive brake pressure during landing on a rough surface, which resulted in a nose-over. "
75452,20140722X51722,Accident,2014,TX,United States,Non-Fatal,Substantial,Airplane,Cessna,T206H,1.0,,0.0,0.0,0.0,6.0,VMC,The pilot's failure to maintain directional control of the airplane during the crosswind landing.
75454,20140728X73636,Accident,2014,MA,United States,Non-Fatal,Substantial,Airplane,Cessna,177B,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's misjudgment of speed and distance on final approach resulting in a touchdown near the departure end of the runway, a runway excursion, and collision with trees."
75457,20140721X04532,Accident,2014,AZ,United States,Fatal,Destroyed,Airplane,Cessna,182L,1.0,Johnathan P McGeary,4.0,0.0,0.0,0.0,VMC,"The pilots failure to maintain adequate airspeed and his exceedance the airplanes critical angle-ofattack while maneuvering through a canyon in high-density altitude conditions at low altitude, which resulted in an aerodynamic stall."
75458,20140721X23027,Accident,2014,FL,United States,Fatal,Destroyed,Airplane,Cessna,172N,1.0,Dean International Inc,1.0,0.0,0.0,0.0,VMC,The airplanes vertical descent into water for reasons that could not be determined because postaccident airplane examinations revealed no mechanical anomalies. 
75460,20140721X81630,Accident,2014,TX,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-140,1.0,,0.0,1.0,1.0,0.0,VMC,The pilot's improper recovery from a bounced landing. Contributing to the accident was the deer on the runway and the pilot's mismanagement of airspeed which resulted in an aerodynamic stall.
75463,20140724X32523,Accident,2014,TX,United States,Non-Fatal,Substantial,Airplane,Cessna,177B,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilots improper recovery from a bounced landing.
"
75464,20140720X30534,Accident,2014,AZ,United States,Fatal,Destroyed,Airplane,Cessna,172K,1.0,,2.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain airplane control when the airplane encountered high gusting wind while conducting low altitude flight in a narrow canyon, which resulted in an inflight collision with terrain."
75465,20140721X24710,Accident,2014,MT,United States,Fatal,Substantial,Airplane,Cessna,150M,1.0,,1.0,0.0,0.0,0.0,VMC,"The pilot's inadequate preflight performance planning and his operation of the airplane outside of the manufacturer's specified performance limitations, which resulted in his exceedance of the airplane's critical angle of attack and a subsequent aerodynamic stall/spin."
75468,20140722X81231,Accident,2014,IN,United States,Non-Fatal,Substantial,Airplane,Cessna,150D,1.0,Indy Jet Center,0.0,0.0,0.0,1.0,VMC,The student pilot failed to maintain directional control while landing with a crosswind.
75469,20140813X20742,Accident,2014,AZ,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during the landing roll in variable wind conditions, resulting in a ground-loop."
75470,20140722X35729,Accident,2014,WA,United States,Non-Fatal,Substantial,Airplane,Piper,PA 46 350P,1.0,,0.0,0.0,0.0,4.0,VMC,A collapse of the nose landing gear for reasons that could not be determined based on the available information. 
75471,20140723X01838,Accident,2014,MI,United States,Non-Fatal,Substantial,Airplane,Aeronca,11AC,1.0,Father John 77 Flying Club,0.0,2.0,0.0,0.0,VMC,"The pilot receiving instructions failure to maintain directional control during the takeoff roll. Contributing to the accident was the flight instructor not having access to brake controls, which limited his ability to regain directional control at slower ground speeds."
75473,20140724X85239,Accident,2014,MA,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,FORD JAMES C,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain directional control during takeoff, resulting in a runway excursion and collision with trees."
75480,20140730X40624,Accident,2014,NE,United States,Non-Fatal,Substantial,Airplane,Cessna,A188B,1.1327227239960989,ROTH AERIAL SPRAYING INC,0.0,0.0,0.0,1.0,VMC,"The pilot's improper engine mixture setting which reduced available engine power, and his inadvertent retraction of flaps which resulted in an impact with crops and terrain."
75482,20140725X94901,Accident,2014,TN,United States,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,SR22,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control during a go-around in gusty crosswind conditions.
75490,20140726X14228,Accident,2014,GA,United States,Fatal,Destroyed,Airplane,Piper,PA-46-310P,1.0,,1.0,0.0,0.0,0.0,IMC,"The pilots decision to begin a flight with fog and low clouds present at the airport, which resulted in an encounter with instrument meteorological conditions immediately after takeoff and a controlled flight into terrain. "
75492,20140726X52235,Accident,2014,ID,United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's attempt to depart on an unpaved road, which he mistook for the unpaved runway. Contributing to the accident was the fact that the road and the runway were conjoined for the first few hundred feet of the runway."
75495,20140728X50351,Accident,2014,SD,United States,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,1.0,WRIGHT THOMAS R,0.0,0.0,0.0,2.0,VMC,The student pilot's improper takeoff procedure and the flight instructor's failure to take control of the airplane and abort the takeoff.
75497,20140727X14613,Accident,2014,FL,United States,Fatal,Substantial,Airplane,Piper,PA28,1.0,,0.0,0.0,0.0,2.0,VMC,A total loss of engine power for reasons that could not be determined because postaccident examination of the engine revealed no mechanical malfunctions or failures that would have precluded normal operation. Contributing to the accident was the pilots failure to identify occupants on the ground near the shoreline in the airplanes forced landing path.
75499,20140728X53805,Accident,2014,CO,United States,Non-Fatal,Substantial,Airplane,Beech,35-C33A,1.0,HENKE PETROLEUM CORP,0.0,0.0,1.0,1.0,VMC,"A total loss of engine power due to fuel starvation, which resulted from the pilots improper fuel management and resulted in a forced landing on unsuitable terrain. "
75500,20140729X45837,Accident,2014,GA,United States,Non-Fatal,Substantial,Airplane,Cessna,182B,1.0,ALLEN C KEVIN,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during takeoff, which resulted in a collision with a tree and then obstacles during the subsequent aborted takeoff."
75502,20140903X23040,Accident,2014,TX,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28RT-201T,1.0,STOCKSTILL FRANK T,0.0,0.0,0.0,1.0,VMC,"The landing gears failure to extend for reasons that could not be determined based on the available evidence.
"
75504,20140729X00655,Accident,2014,ID,United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT 802A,1.0,Red Baron AG Service Inc,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain aircraft control during takeoff roll in variable wind conditions.
75506,20140731X52047,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA-22,1.1327227239960989,Travis Ball,0.0,0.0,0.0,3.0,VMC,"The pilots failure to maintain directional control during the landing due to his decision to attempt a landing with a quartering tailwind, which resulted in a ground loop and impact with the runway surface."
75507,20140729X61607,Accident,2014,NY,United States,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,BUX AVIATION LLC,0.0,1.0,0.0,0.0,VMC,The pilot's failure to maintain adequate clearance from obstructions while on approach to the runway.
75508,20140804X10835,Accident,2014,AR,United States,Non-Fatal,Substantial,Airplane,Cessna,182R,1.0,LAIN CHARLES M,0.0,0.0,0.0,1.0,VMC,The inadvertent aerodynamic stall during landing in crosswind conditions.
75510,20140814X35856,Accident,2014,NE,United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT 502B,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's inadequate survey of the aerial application field which resulted in a collision with a windmill.
75515,20140805X75214,Accident,2014,CA,United States,Non-Fatal,Substantial,Airplane,Beech,A36 - UNDESIGNAT,1.0,Walter Ramseur,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control during taxi.
75516,20140806X21104,Accident,2014,CA,United States,Non-Fatal,Substantial,Airplane,Boeing,757,2.0,United Airlines,0.0,0.0,0.0,174.0,VMC,the first officer's failure to maintain the correct airspeed and pitch attitude during landing that resulted in a tailstrike.
75518,20140731X02420,Accident,2014,CA,United States,Fatal,Substantial,Airplane,Mooney,M20L - NO SERIES,1.0,,1.0,0.0,1.0,0.0,VMC,"The pilot's failure to achieve climb performance and maintain sufficient airspeed during a go-around, which led to the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. Contributing to the accident was the pilot's failure to retract the landing gear in accordance with the go-around checklist.




"
75520,20140731X71003,Accident,2014,AL,United States,Non-Fatal,Destroyed,Airplane,Piper,PA-32-300,1.0,Danny Smith,0.0,0.0,4.0,0.0,VMC,A total loss of engine power for reasons that could not be determined due to postcrash fire damage. 
75521,20140801X02827,Incident,2014,FL,United States,Non-Fatal,Minor,Airplane,Piper,PA-44-180,2.0,ATP AIRCRAFT 2 LLC,0.0,0.0,0.0,2.0,VMC,The nose landing gear collapse for reasons that could not be determined because examination of the airplane revealed no anomalies. 
75524,20140805X35734,Accident,2014,MI,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18,1.0,,0.0,1.0,0.0,1.0,VMC,"The pilot's loss of directional control during landing, resulting in a runway excursion and the airplane nosing over."
75526,20140812X14225,Accident,2014,IN,United States,Non-Fatal,Substantial,Airplane,Piper,PA 32-300,1.0,KASW AVIATION LLC,0.0,0.0,0.0,2.0,VMC,The pilot failed to maintain directional control during landing.
75532,20140803X92843,Accident,2014,FL,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,C.A.M.S Flight School,0.0,1.0,0.0,0.0,VMC,A total loss of engine power for reasons that could not be determined during postaccident examination and testing.
75535,20140802X00529,Accident,2014,NY,United States,Fatal,Destroyed,Airplane,Cessna,182F,1.0,Saratoga Skydive,2.0,0.0,0.0,0.0,VMC,"The pilots failure to maintain directional control during initial climb following a banner pick-up, resulting in collision with a tree. 
"
75536,20140803X82134,Accident,2014,NC,United States,Non-Fatal,Substantial,Airplane,Piper,PA-46-350P,1.0,ETS AVIATION LLC,0.0,2.0,0.0,2.0,IMC,"The pilot's failure to maintain a proper glide path and airspeed on final approach, which resulted in a long landing and runway excursion."
75539,20140807X41115,Accident,2014,ND,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-140,1.0,Thomad E. Mau,0.0,0.0,0.0,1.0,VMC,"The student pilot's failure to initiate a go-around sooner, and his failure to maintain directional control."
75541,20140804X70221,Accident,2014,OR,United States,Non-Fatal,Substantial,Airplane,Piper,PA20 - UNDESIGNAT,1.0,Graham L Goad,0.0,0.0,0.0,1.0,VMC,"The pilot's decision to land on an unsuitable surface, which resulted in a nose over."
75547,20140806X53924,Accident,2014,MI,United States,Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,"Great Lakes Air Ventures, LLC",0.0,4.0,0.0,0.0,VMC,"The pilot receiving instruction's inability to respond to or compensate for the sudden change in wind direction and speed that the airplane encountered shortly after liftoff, which resulted in a tailwind condition, a corresponding decrease in airspeed, and a reduced climb gradient."
75551,20140806X41620,Accident,2014,FL,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,,0.0,1.0,0.0,0.0,VMC,"The pilot's misjudgment of speed and distance on final approach during a precautionary landing, resulting in a touchdown off the departure end of the runway and collision with terrain. A factor in the accident was a partial loss of engine power for reasons that could not be determined in post accident testing."
75554,20140807X40806,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 32-260,1.0,Valley Aviation LLC,0.0,0.0,0.0,2.0,VMC,"The pilot's inadequate compensation for wind conditions, which resulted in a hard landing."
75555,20140807X73551,Accident,2014,AL,United States,Non-Fatal,Substantial,Airplane,Piper,PA 34-220T,2.0,,0.0,2.0,0.0,2.0,VMC,"The pilot's improper flare, which resulted in a bounced landing and subsequent loss of aircraft control."
75559,20140810X22316,Accident,2014,CA,United States,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,,0.0,1.0,0.0,0.0,VMC,The pilot's failure to adequately secure the airplane while hand-starting the engine.
75562,20140811X43342,Accident,2014,WY,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18,1.0,HENDRY ROBERT,0.0,1.0,0.0,0.0,VMC,The pilot's failure to ensure the airplane was configured for takeoff.
75564,20140812X10218,Accident,2014,LA,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-180,1.0,,0.0,1.0,0.0,0.0,VMC,"The pilots failure to properly manage the airplanes fuel supply, which led to fuel starvation and a total loss of engine power."
75566,20140809X04729,Accident,2014,GA,United States,Fatal,Destroyed,Airplane,Cessna,150,1.0,,2.0,0.0,0.0,0.0,IMC,"The noninstrument-rated pilots inadequate preflight weather planning and his improper decision to attempt a visual flight rules flight in night instrument metrological conditions, which resulted in subsequent collision with terrain."
75568,20140810X90209,Accident,2014,CO,United States,Fatal,Substantial,Airplane,Piper,PA 28R-201,1.0,Journeys Aviation Flying Club,2.0,0.0,0.0,0.0,VMC,The pilots inability to maintain a climb while attempting to cross over a mountain pass in high-density altitude conditions that degraded the airplanes climb performance. Contributing to the accident was the pilots decision to attempt the flight in mountainous terrain and to enter the pass in such a way that an escape maneuver was not possible.
75575,20140810X23804,Accident,2014,ID,United States,Non-Fatal,Substantial,Airplane,Cessna,180A,1.0,,0.0,0.0,0.0,4.0,VMC,A loss of engine power during initial climb for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.
75576,20140810X24216,Accident,2014,UT,United States,Non-Fatal,Destroyed,Airplane,Piper,PA 32R-300,1.0,,0.0,0.0,3.0,0.0,VMC,A partial loss of engine power during initial climb for reasons that could not be determined due to the severity of the damage to the engine.
75580,20140810X80540,Accident,2014,AK,United States,Fatal,Substantial,Airplane,Piper,PA-24-250,1.1327227239960989,Christopher Cyphers,1.0,0.0,1.0,0.0,VMC,"The pilot's impairment due to alcohol consumption, which resulted in his failure to maintain clearance from trees."
75583,20140814X63947,Accident,2014,WI,United States,Non-Fatal,Substantial,Airplane,Aeronca,S11AC,1.0,Pilot,0.0,0.0,1.0,0.0,VMC,"The pilots improper runway selection, which resulted in a tailwind landing, and his subsequent failure to maintain directional control."
75585,20140904X55458,Accident,2014,TX,United States,Non-Fatal,Substantial,Airplane,Beech,95 B55 (T42A),2.0,SHOEMAKER JAMES W,0.0,0.0,0.0,1.0,VMC,"Mismanagement of fuel, which resulted in a total loss of power due to fuel starvation."
75586,20140915X11456,Accident,2014,RI,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-161,1.0,DANIC ELECTRIC CORP,0.0,0.0,0.0,3.0,VMC,"A loss of control during the attempted go-around, which resulted in an aerodynamic stall and impact with trees."
75588,20140811X42841,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,WILLIAMS STEVEN C,0.0,1.0,0.0,1.0,VMC,"The pilots excessive use of the airplanes brakes during the landing roll, which resulted in a nose over. Contributing to the accident was the flight instructor's inadequate supervision of the training flight."
75590,20140826X35727,Accident,2014,FL,United States,Non-Fatal,Substantial,Airplane,Piper,PA 34-200T,2.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's inadequate landing flare, which resulted in a bounced landing."
75596,20140813X11339,Accident,2014,KS,United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT 401B,1.0,Erhart Aerial Spraying,0.0,0.0,1.0,0.0,VMC,The pilot's failure to maintain clearance from the antenna guy wire during an aerial application pass.
75597,20140813X21542,Accident,2014,AZ,United States,Non-Fatal,Substantial,Airplane,Mooney,M20F,1.0,,0.0,1.0,1.0,0.0,VMC,"The pilot's failure to maintain control of the airplane during the landing roll on a wet sloping runway and his decision to go around before the airplane was configured for takeoff. 
"
75598,20140813X24551,Accident,2014,LA,United States,Non-Fatal,Substantial,Airplane,Cessna,U206E,1.0,Southern Seaplane Inc.,0.0,3.0,0.0,1.0,VMC,"The pilot's mismanagement of the fuel system, which resulted in a total loss of engine power due to fuel starvation and the subsequent forced landing."
75601,20140813X63010,Accident,2014,WY,United States,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,,0.0,0.0,0.0,2.0,VMC,The pilot's inadequate flare and failure to maintain aircraft control while landing.
75602,20140813X65210,Accident,2014,ID,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-236,1.0,KEMPER EUGENE L JR,0.0,1.0,0.0,1.0,VMC,"Maintenance personnels improper surface preparation of the accessory mount pad for the installation of the engines dry vacuum pump, which resulted in the loss of engine oil, oil pressure, and engine power during flight. Contributing to the accident was the lack of a postmaintenance leak check. "
75603,20140815X13553,Accident,2014,NM,United States,Non-Fatal,Substantial,Airplane,Cessna,188 - UNDESIGNAT,1.0,Pilot,0.0,0.0,0.0,1.0,VMC,"The pilots failure to release the load of agricultural product before the landing approach and his failure to maintain aircraft control during an initial climb after an aborted landing, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. "
75604,20140814X24748,Accident,2014,SC,United States,Fatal,Substantial,Airplane,Cessna,150,1.0,,2.0,0.0,0.0,0.0,VMC,"The commercial pilots exceedance of the airplanes critical angle-of-attack during the initial climb, which resulted in an aerodynamic stall and impact with terrain. Contributing to the commercial pilots failure to recognize and remediate the stall were his lack of experience as a flight instructor and lack of recent experience in the accident airplane make and model.
"
75605,20140814X52852,Accident,2014,UT,United States,Non-Fatal,Substantial,Airplane,Boeing,737 7H4,2.0,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,5.0,VMC,"The disconnection of baggage carts that subsequently collided with the parked airplane following the tug driving over a dip in the roadway.
"
75606,20140814X90548,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,HILWIG KARA,0.0,0.0,0.0,3.0,VMC,"The pilot's unstable landing approach which resulted in a long landing, and subsequent collision with terrain."
75607,20140815X25649,Accident,2014,NY,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,PRIOR AVIATION SERVICE INC,0.0,1.0,0.0,2.0,VMC,A total loss of engine power for reasons that could not be determined because a postaccident examination of the airframe and engine test run revealed no mechanical malfunctions or failures that would have precluded normal operation.
75608,20140815X30452,Accident,2014,MS,United States,Non-Fatal,Substantial,Airplane,Cessna,T206H,1.0,Jeff Bramblett,0.0,3.0,0.0,0.0,VMC,"A loosening of the engine throttle cable from its support clamp during flight, which resulted in a loss of throttle control."
75609,20140820X42216,Accident,2014,NC,United States,Non-Fatal,Substantial,Airplane,Cessna,172F,1.0,EMPIRE AVIATION INC,0.0,0.0,0.0,1.0,VMC,"The student pilot's improper landing flare, which resulted in a hard landing. Contributing to the accident was the pilot's improper compensation for wind conditions."
75610,20140815X80943,Accident,2014,TX,United States,Fatal,Destroyed,Airplane,Cessna,414,2.0,,2.0,0.0,0.0,0.0,VMC,"The pilots incapacitation in flight as the result of a an acute cardiac event, which resulted in a loss of control and collision with terrain. "
75613,20140816X73505,Accident,2014,OK,United States,Fatal,Substantial,Airplane,Piper,PA 32-300,1.0,,1.0,0.0,1.0,0.0,VMC,The partial loss of engine power for reasons that could not be determined because thermal damage to the engine prevented a complete examination. 
75614,20140817X12523,Accident,2014,KS,United States,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control of the airplane during the landing roll.
75615,20140818X91621,Accident,2014,MS,United States,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,1.0,,0.0,0.0,2.0,0.0,VMC,"A total loss of engine power during maneuvering due to an obstruction from air intake filter material being ingested into the carburetor, which resulted in a forced landing. 

 
"
75617,20140819X44937,Incident,2014,AK,United States,Non-Fatal,Unknown,Airplane,Boeing,777 - 236,1.1327227239960989,unk,0.0,0.0,0.0,0.0,UNK,"The air traffic controllers failure to identify a conflict between two aircraft and to issue an adequate clearance, which resulted in a loss of required separation. Contributing to the incident was the Federal Aviation Administrations failure to provide controllers adequate automated conflict detection assistance, which removed a layer of backup to controller judgment and reduced the overall level of safety."
75618,20140821X64918,Accident,2014,CA,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Channel Islands Aviation,0.0,0.0,0.0,1.0,VMC,"The student pilot's inadequate flare and loss of aircraft control during landing, which resulted in multiple bounces."
75619,20140821X84224,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain the proper approach path for landing, and his delayed remedial action, which resulted in an undershoot and collision with terrain."
75621,20140828X71330,Accident,2014,WA,United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1 (PT-17),1.0,Robert William Lisowski,0.0,0.0,0.0,1.0,VMC,The pilot's inadequate flare and failure to maintain aircraft control during landing.
75622,20140904X51235,Accident,2014,TX,United States,Non-Fatal,Substantial,Airplane,Cessna,188,1.0,Richard P Ranspot,0.0,0.0,1.0,0.0,VMC,The pilots failure to maintain clearance from a crop.
75626,20140817X42440,Accident,2014,LA,United States,Fatal,Substantial,Airplane,Cessna,172N,1.0,Cane River Aviation Inc,1.0,0.0,1.0,0.0,VMC,"The partial loss of engine power due to the exhaust valve rocker retaining stud backing out of the cylinder head, which resulted in the exhaust valve being stuck in the closed position. Contributing to the accident was the pilots failure to configure the airplane and fly it in a manner that would allow him to make  the emergency landing in the field rather than overfly it, and the pilots failure to have the engine overhauled according to the recommended overhaul interval. "
